plasmid_1	plasmid_2	distance
pVA2817_162	pVA767_57	1.0
pVA2817_162	pVA791_17	0.8038058118874305
pVA2817_162	pVA791_270	0.9539768994123534
pVA2817_162	pVA791_4	1.0
pVA2817_162	pVA791_57	1.0
pVA2817_162	pVA791_75	1.0
pVA2817_1	pVA2817_210	1.0
pVA2817_1	pVA2817_5	1.0
pVA2817_1	pVA2817_6	1.0
pVA2817_1	pVA3495_148	1.0
pVA2817_1	pVA3495_29	1.0
pVA2817_1	pVA3495_318	1.0
pVA2817_1	pVA3495_43	1.0
pVA2817_1	pVA3495_4	1.0
pVA2817_1	pVA418_110	1.0
pVA2817_1	pVA418_180	1.0
pVA2817_1	pVA418_38	1.0
pVA2817_1	pVA418_56	1.0
pVA2817_1	pVA436_0.1	1.0
pVA2817_1	pVA436_1	1.0
pVA2817_1	pVA436_2_A	1.0
pVA2817_1	pVA436_2_B	1.0
pVA2817_1	pVA436_41	1.0
pVA2817_1	pVA436_52	1.0
pVA2817_1	pVA436_54	1.0
pVA2817_1	pVA524_189	1.0
pVA2817_1	pVA524_199	1.0
pVA2817_1	pVA524_46	1.0
pVA2817_1	pVA524_4_A	1.0
pVA2817_1	pVA524_4_B	1.0
pVA2817_1	pVA524_58	1.0
pVA2817_1	pVA524_5	1.0
pVA2817_1	pVA527_214	1.0
pVA2817_1	pVA527_3	1.0
pVA2817_1	pVA527_45	1.0
pVA2817_1	pVA527_58	1.0
pVA2817_1	pVA528_281	1.0
pVA2817_1	pVA528_2	1.0
pVA2817_1	pVA528_44	1.0
pVA2817_1	pVA528_96	1.0
pVA2817_1	pVA544_3	1.0
pVA2817_1	pVA544_51	1.0
pVA2817_1	pVA544_8	1.0
pVA2817_1	pVA569_107	1.0
pVA2817_1	pVA569_47	1.0
pVA2817_1	pVA569_68	1.0
pVA2817_1	pVA585_226	1.0
pVA2817_1	pVA585_53	1.0
pVA2817_1	pVA605_296	1.0
pVA2817_1	pVA605_65	1.0
pVA2817_1	pVA605_91	1.0
pVA2817_1	pVA61_126	1.0
pVA2817_1	pVA61_57	1.0
pVA2817_1	pVA634_102	1.0
pVA2817_1	pVA634_25	1.0
pVA2817_1	pVA634_271	1.0
pVA2817_1	pVA634_2	1.0
pVA2817_1	pVA634_3	1.0
pVA2817_1	pVA634_4	1.0
pVA2817_1	pVA634_54	1.0
pVA2817_1	pVA634_6	1.0
pVA2817_1	pVA634_75	1.0
pVA2817_1	pVA692_270	1.0
pVA2817_1	pVA692_2	1.0
pVA2817_1	pVA692_45	1.0
pVA2817_1	pVA692_4	1.0
pVA2817_1	pVA754_184	1.0
pVA2817_1	pVA754_27	1.0
pVA2817_1	pVA754_3	1.0
pVA2817_1	pVA754_4	1.0
pVA2817_1	pVA754_57	1.0
pVA2817_1	pVA754_5	1.0
pVA2817_1	pVA754_9	1.0
pVA2817_1	pVA765_0.7	1.0
pVA2817_1	pVA765_1_A	1.0
pVA2817_1	pVA765_1_B	1.0
pVA2817_1	pVA765_275	1.0
pVA2817_1	pVA765_45	1.0
pVA2817_1	pVA765_4_A	1.0
pVA2817_1	pVA765_4_B	1.0
pVA2817_1	pVA765_72	1.0
pVA2817_1	pVA765_74	1.0
pVA2817_1	pVA767_225	1.0
pVA2817_1	pVA767_46	1.0
pVA2817_1	pVA767_57	1.0
pVA2817_1	pVA791_17	1.0
pVA2817_1	pVA791_270	1.0
pVA2817_1	pVA791_4	1.0
pVA2817_1	pVA791_57	1.0
pVA2817_1	pVA791_75	1.0
pVA2817_210	pVA2817_5	1.0
pVA2817_210	pVA2817_6	1.0
pVA2817_210	pVA3495_148	0.8469959730457131
pVA2817_210	pVA3495_29	1.0
pVA2817_210	pVA3495_318	0.9519822071836594
pVA2817_210	pVA3495_43	0.9809397264667477
pVA2817_210	pVA3495_4	1.0
pVA2817_210	pVA418_110	0.8991361004736929
pVA2817_210	pVA418_180	0.35008341785973607
pVA2817_210	pVA418_38	1.0
pVA2817_210	pVA418_56	0.8880302707311873
pVA2817_210	pVA436_0.1	1.0
pVA2817_210	pVA436_1	1.0
pVA2817_210	pVA436_2_A	1.0
pVA2817_210	pVA436_2_B	1.0
pVA2817_210	pVA436_41	1.0
pVA2817_210	pVA436_52	0.9944749283259603
pVA2817_210	pVA436_54	0.8853395426679522
pVA2817_210	pVA524_189	0.669472884654946
pVA2817_210	pVA524_199	0.5769945086386041
pVA2817_210	pVA524_46	0.956283442733043
pVA2817_210	pVA524_4_A	1.0
pVA2817_210	pVA524_4_B	1.0
pVA2817_210	pVA524_58	0.994994151242001
pVA2817_210	pVA524_5	1.0
pVA2817_210	pVA527_214	0.2906540190664474
pVA2817_210	pVA527_3	1.0
pVA2817_210	pVA527_45	0.9567368491114414
pVA2817_210	pVA527_58	0.9949944956653365
pVA2817_210	pVA528_281	0.9476718213874975
pVA2817_210	pVA528_2	1.0
pVA2817_210	pVA528_44	0.9934499290971707
pVA2817_210	pVA528_96	0.6249272530761556
pVA2817_210	pVA544_3	1.0
pVA2817_210	pVA544_51	0.9840460462780546
pVA2817_210	pVA544_8	1.0
pVA2817_210	pVA569_107	0.9129660700969426
pVA2817_210	pVA569_47	0.9826545844458928
pVA2817_210	pVA569_68	1.0
pVA2817_210	pVA585_226	0.8243862333786391
pVA2817_210	pVA585_53	0.99455423310128
pVA2817_210	pVA605_296	0.9437131098459286
pVA2817_210	pVA605_65	0.8382216121406239
pVA2817_210	pVA605_91	0.9778319711749714
pVA2817_210	pVA61_126	0.9809041803291673
pVA2817_210	pVA61_57	0.9949426485922837
pVA2817_210	pVA634_102	0.9589459409360092
pVA2817_210	pVA634_25	1.0
pVA2817_210	pVA634_271	0.943751128684263
pVA2817_210	pVA634_2	1.0
pVA2817_210	pVA634_3	1.0
pVA2817_210	pVA634_4	1.0
pVA2817_210	pVA634_54	0.8853395426679522
pVA2817_210	pVA634_6	1.0
pVA2817_210	pVA634_75	0.9970628704487722
pVA2817_210	pVA692_270	0.9515782570263566
pVA2817_210	pVA692_2	1.0
pVA2817_210	pVA692_45	0.9567368491114414
pVA2817_210	pVA692_4	1.0
pVA2817_210	pVA754_184	0.24937394980757766
pVA2817_210	pVA754_27	1.0
pVA2817_210	pVA754_3	1.0
pVA2817_210	pVA754_4	1.0
pVA2817_210	pVA754_57	0.9949261590500933
pVA2817_210	pVA754_5	1.0
pVA2817_210	pVA754_9	0.85145282402873
pVA2817_210	pVA765_0.7	0.0
pVA2817_210	pVA765_1_A	0.2311161217587373
pVA2817_210	pVA765_1_B	1.0
pVA2817_210	pVA765_275	0.9500812652669398
pVA2817_210	pVA765_45	0.9567368491114414
pVA2817_210	pVA765_4_A	1.0
pVA2817_210	pVA765_4_B	1.0
pVA2817_210	pVA765_72	1.0
pVA2817_210	pVA765_74	0.8690538177060386
pVA2817_210	pVA767_225	0.5085067150773208
pVA2817_210	pVA767_46	0.9577565477351011
pVA2817_210	pVA767_57	0.9949064430869405
pVA2817_210	pVA791_17	1.0
pVA2817_210	pVA791_270	0.9515782570263566
pVA2817_210	pVA791_4	1.0
pVA2817_210	pVA791_57	0.9949064430869405
pVA2817_210	pVA791_75	1.0
pVA2817_5	pVA2817_6	1.0
pVA2817_5	pVA3495_148	1.0
pVA2817_5	pVA3495_29	1.0
pVA2817_5	pVA3495_318	1.0
pVA2817_5	pVA3495_43	1.0
pVA2817_5	pVA3495_4	1.0
pVA2817_5	pVA418_110	1.0
pVA2817_5	pVA418_180	1.0
pVA2817_5	pVA418_38	1.0
pVA2817_5	pVA418_56	1.0
pVA2817_5	pVA436_0.1	1.0
pVA2817_5	pVA436_1	1.0
pVA2817_5	pVA436_2_A	1.0
pVA2817_5	pVA436_2_B	1.0
pVA2817_5	pVA436_41	1.0
pVA2817_5	pVA436_52	1.0
pVA2817_5	pVA436_54	1.0
pVA2817_5	pVA524_189	1.0
pVA2817_5	pVA524_199	1.0
pVA2817_5	pVA524_46	1.0
pVA2817_5	pVA524_4_A	1.0
pVA2817_5	pVA524_4_B	1.0
pVA2817_5	pVA524_58	1.0
pVA2817_5	pVA524_5	1.0
pVA2817_5	pVA527_214	1.0
pVA2817_5	pVA527_3	1.0
pVA2817_5	pVA527_45	1.0
pVA2817_5	pVA527_58	1.0
pVA2817_5	pVA528_281	1.0
pVA2817_5	pVA528_2	1.0
pVA2817_5	pVA528_44	1.0
pVA2817_5	pVA528_96	1.0
pVA2817_5	pVA544_3	1.0
pVA2817_5	pVA544_51	1.0
pVA2817_5	pVA544_8	1.0
pVA2817_5	pVA569_107	1.0
pVA2817_5	pVA569_47	1.0
pVA2817_5	pVA569_68	1.0
pVA2817_5	pVA585_226	1.0
pVA2817_5	pVA585_53	1.0
pVA2817_5	pVA605_296	1.0
pVA2817_5	pVA605_65	1.0
pVA2817_5	pVA605_91	1.0
pVA2817_5	pVA61_126	1.0
pVA2817_5	pVA61_57	1.0
pVA2817_5	pVA634_102	1.0
pVA2817_5	pVA634_25	1.0
pVA2817_5	pVA634_271	1.0
pVA2817_5	pVA634_2	1.0
pVA2817_5	pVA634_3	1.0
pVA2817_5	pVA634_4	1.0
pVA2817_5	pVA634_54	1.0
pVA2817_5	pVA634_6	1.0
pVA2817_5	pVA634_75	1.0
pVA2817_5	pVA692_270	1.0
pVA2817_5	pVA692_2	1.0
pVA2817_5	pVA692_45	1.0
pVA2817_5	pVA692_4	1.0
pVA2817_5	pVA754_184	1.0
pVA2817_5	pVA754_27	1.0
pVA2817_5	pVA754_3	1.0
pVA2817_5	pVA754_4	1.0
pVA2817_5	pVA754_57	1.0
pVA2817_5	pVA754_5	1.0
pVA2817_5	pVA754_9	1.0
pVA2817_5	pVA765_0.7	1.0
pVA2817_5	pVA765_1_A	1.0
pVA2817_5	pVA765_1_B	1.0
pVA2817_5	pVA765_275	1.0
pVA2817_5	pVA765_45	1.0
pVA2817_5	pVA765_4_A	1.0
pVA2817_5	pVA765_4_B	1.0
pVA2817_5	pVA765_72	1.0
pVA2817_5	pVA765_74	1.0
pVA2817_5	pVA767_225	1.0
pVA2817_5	pVA767_46	1.0
pVA2817_5	pVA767_57	1.0
pVA2817_5	pVA791_17	1.0
pVA2817_5	pVA791_270	1.0
pVA2817_5	pVA791_4	1.0
pVA2817_5	pVA791_57	1.0
pVA2817_5	pVA791_75	1.0
pVA2817_6	pVA3495_148	1.0
pVA2817_6	pVA3495_29	1.0
pVA2817_6	pVA3495_318	1.0
pVA2817_6	pVA3495_43	1.0
pVA2817_6	pVA3495_4	1.0
pVA2817_6	pVA418_110	1.0
pVA2817_6	pVA418_180	1.0
pVA2817_6	pVA418_38	0.31160737470786803
pVA2817_6	pVA418_56	1.0
pVA2817_6	pVA436_0.1	1.0
pVA2817_6	pVA436_1	1.0
pVA2817_6	pVA436_2_A	1.0
pVA2817_6	pVA436_2_B	1.0
pVA2817_6	pVA436_41	1.0
pVA2817_6	pVA436_52	1.0
pVA2817_6	pVA436_54	1.0
pVA2817_6	pVA524_189	1.0
pVA2817_6	pVA524_199	1.0
pVA2817_6	pVA524_46	1.0
pVA2817_6	pVA524_4_A	0.5571571571571572
pVA2817_6	pVA524_4_B	0.3523201571323349
pVA2817_6	pVA524_58	1.0
pVA2817_6	pVA524_5	1.0
pVA2817_6	pVA527_214	1.0
pVA2817_6	pVA527_3	0.9112654320987654
pVA2817_6	pVA527_45	1.0
pVA2817_6	pVA527_58	1.0
pVA2817_6	pVA528_281	1.0
pVA2817_6	pVA528_2	1.0
pVA2817_6	pVA528_44	1.0
pVA2817_6	pVA528_96	1.0
pVA2817_6	pVA544_3	1.0
pVA2817_6	pVA544_51	1.0
pVA2817_6	pVA544_8	1.0
pVA2817_6	pVA569_107	1.0
pVA2817_6	pVA569_47	1.0
pVA2817_6	pVA569_68	0.0
pVA2817_6	pVA585_226	1.0
pVA2817_6	pVA585_53	1.0
pVA2817_6	pVA605_296	1.0
pVA2817_6	pVA605_65	1.0
pVA2817_6	pVA605_91	1.0
pVA2817_6	pVA61_126	1.0
pVA2817_6	pVA61_57	1.0
pVA2817_6	pVA634_102	1.0
pVA2817_6	pVA634_25	1.0
pVA2817_6	pVA634_271	1.0
pVA2817_6	pVA634_2	1.0
pVA2817_6	pVA634_3	1.0
pVA2817_6	pVA634_4	1.0
pVA2817_6	pVA634_54	1.0
pVA2817_6	pVA634_6	0.005239412021539769
pVA2817_6	pVA634_75	1.0
pVA2817_6	pVA692_270	1.0
pVA2817_6	pVA692_2	1.0
pVA2817_6	pVA692_45	1.0
pVA2817_6	pVA692_4	0.49886668040387394
pVA2817_6	pVA754_184	1.0
pVA2817_6	pVA754_27	1.0
pVA2817_6	pVA754_3	0.9022197246417533
pVA2817_6	pVA754_4	0.9228381374722838
pVA2817_6	pVA754_57	1.0
pVA2817_6	pVA754_5	0.6426794258373205
pVA2817_6	pVA754_9	1.0
pVA2817_6	pVA765_0.7	1.0
pVA2817_6	pVA765_1_A	1.0
pVA2817_6	pVA765_1_B	1.0
pVA2817_6	pVA765_275	1.0
pVA2817_6	pVA765_45	1.0
pVA2817_6	pVA765_4_A	0.46237942122186493
pVA2817_6	pVA765_4_B	1.0
pVA2817_6	pVA765_72	1.0
pVA2817_6	pVA765_74	1.0
pVA2817_6	pVA767_225	1.0
pVA2817_6	pVA767_46	1.0
pVA2817_6	pVA767_57	1.0
pVA2817_6	pVA791_17	1.0
pVA2817_6	pVA791_270	1.0
pVA2817_6	pVA791_4	0.5202572347266881
pVA2817_6	pVA791_57	1.0
pVA2817_6	pVA791_75	1.0
pVA3495_148	pVA3495_29	1.0
pVA3495_148	pVA3495_318	0.8743954509581723
pVA3495_148	pVA3495_43	0.7897184486036974
pVA3495_148	pVA3495_4	1.0
pVA3495_148	pVA418_110	0.8574202798598886
pVA3495_148	pVA418_180	0.8218494310325057
pVA3495_148	pVA418_38	1.0
pVA3495_148	pVA418_56	0.9653591984651461
pVA3495_148	pVA436_0.1	1.0
pVA3495_148	pVA436_1	1.0
pVA3495_148	pVA436_2_A	0.8386971694455215
pVA3495_148	pVA436_2_B	1.0
pVA3495_148	pVA436_41	1.0
pVA3495_148	pVA436_52	0.9596536862290911
pVA3495_148	pVA436_54	0.9645267504684288
pVA3495_148	pVA524_189	0.8319134440914395
pVA3495_148	pVA524_199	0.8552320051804035
pVA3495_148	pVA524_46	0.9577565477351011
pVA3495_148	pVA524_4_A	1.0
pVA3495_148	pVA524_4_B	1.0
pVA3495_148	pVA524_58	0.9634452625060208
pVA3495_148	pVA524_5	1.0
pVA3495_148	pVA527_214	0.8410128768102745
pVA3495_148	pVA527_3	1.0
pVA3495_148	pVA527_45	0.9567368491114414
pVA3495_148	pVA527_58	0.9634477776248795
pVA3495_148	pVA528_281	0.8663145611159453
pVA3495_148	pVA528_2	1.0
pVA3495_148	pVA528_44	1.0
pVA3495_148	pVA528_96	0.9476326072497506
pVA3495_148	pVA544_3	1.0
pVA3495_148	pVA544_51	0.9430988527059915
pVA3495_148	pVA544_8	1.0
pVA3495_148	pVA569_107	0.8570935868754661
pVA3495_148	pVA569_47	0.9380610979122427
pVA3495_148	pVA569_68	1.0
pVA3495_148	pVA585_226	0.907508212423525
pVA3495_148	pVA585_53	0.9588479676622501
pVA3495_148	pVA605_296	0.8350837431113449
pVA3495_148	pVA605_65	0.7090063295965836
pVA3495_148	pVA605_91	0.9785789612443976
pVA3495_148	pVA61_126	0.8862329515753458
pVA3495_148	pVA61_57	0.9630691692735488
pVA3495_148	pVA634_102	0.9365945033610084
pVA3495_148	pVA634_25	0.7026142532630039
pVA3495_148	pVA634_271	0.8790901916344578
pVA3495_148	pVA634_2	1.0
pVA3495_148	pVA634_3	1.0
pVA3495_148	pVA634_4	1.0
pVA3495_148	pVA634_54	0.9645267504684288
pVA3495_148	pVA634_6	1.0
pVA3495_148	pVA634_75	0.9831710414902625
pVA3495_148	pVA692_270	0.8718794476934388
pVA3495_148	pVA692_2	1.0
pVA3495_148	pVA692_45	0.9567368491114414
pVA3495_148	pVA692_4	1.0
pVA3495_148	pVA754_184	0.8434951534896897
pVA3495_148	pVA754_27	1.0
pVA3495_148	pVA754_3	1.0
pVA3495_148	pVA754_4	1.0
pVA3495_148	pVA754_57	0.9629487559499939
pVA3495_148	pVA754_5	1.0
pVA3495_148	pVA754_9	0.7184677331592121
pVA3495_148	pVA765_0.7	0.0
pVA3495_148	pVA765_1_A	0.13190529875986468
pVA3495_148	pVA765_1_B	1.0
pVA3495_148	pVA765_275	0.8709620845727853
pVA3495_148	pVA765_45	0.9567368491114414
pVA3495_148	pVA765_4_A	1.0
pVA3495_148	pVA765_4_B	1.0
pVA3495_148	pVA765_72	1.0
pVA3495_148	pVA765_74	0.8633930121093176
pVA3495_148	pVA767_225	0.7666322655496421
pVA3495_148	pVA767_46	0.9577565477351011
pVA3495_148	pVA767_57	0.9628047819922634
pVA3495_148	pVA791_17	0.7556599988536711
pVA3495_148	pVA791_270	0.8718794476934388
pVA3495_148	pVA791_4	1.0
pVA3495_148	pVA791_57	0.9628047819922634
pVA3495_148	pVA791_75	1.0
pVA3495_29	pVA3495_318	1.0
pVA3495_29	pVA3495_43	1.0
pVA3495_29	pVA3495_4	1.0
pVA3495_29	pVA418_110	1.0
pVA3495_29	pVA418_180	1.0
pVA3495_29	pVA418_38	1.0
pVA3495_29	pVA418_56	1.0
pVA3495_29	pVA436_0.1	1.0
pVA3495_29	pVA436_1	1.0
pVA3495_29	pVA436_2_A	1.0
pVA3495_29	pVA436_2_B	1.0
pVA3495_29	pVA436_41	1.0
pVA3495_29	pVA436_52	1.0
pVA3495_29	pVA436_54	1.0
pVA3495_29	pVA524_189	1.0
pVA3495_29	pVA524_199	1.0
pVA3495_29	pVA524_46	1.0
pVA3495_29	pVA524_4_A	1.0
pVA3495_29	pVA524_4_B	1.0
pVA3495_29	pVA524_58	1.0
pVA3495_29	pVA524_5	1.0
pVA3495_29	pVA527_214	1.0
pVA3495_29	pVA527_3	1.0
pVA3495_29	pVA527_45	1.0
pVA3495_29	pVA527_58	1.0
pVA3495_29	pVA528_281	1.0
pVA3495_29	pVA528_2	1.0
pVA3495_29	pVA528_44	1.0
pVA3495_29	pVA528_96	1.0
pVA3495_29	pVA544_3	1.0
pVA3495_29	pVA544_51	1.0
pVA3495_29	pVA544_8	1.0
pVA3495_29	pVA569_107	1.0
pVA3495_29	pVA569_47	1.0
pVA3495_29	pVA569_68	1.0
pVA3495_29	pVA585_226	1.0
pVA3495_29	pVA585_53	1.0
pVA3495_29	pVA605_296	1.0
pVA3495_29	pVA605_65	1.0
pVA3495_29	pVA605_91	1.0
pVA3495_29	pVA61_126	1.0
pVA3495_29	pVA61_57	1.0
pVA3495_29	pVA634_102	1.0
pVA3495_29	pVA634_25	1.0
pVA3495_29	pVA634_271	1.0
pVA3495_29	pVA634_2	1.0
pVA3495_29	pVA634_3	1.0
pVA3495_29	pVA634_4	1.0
pVA3495_29	pVA634_54	1.0
pVA3495_29	pVA634_6	1.0
pVA3495_29	pVA634_75	1.0
pVA3495_29	pVA692_270	1.0
pVA3495_29	pVA692_2	1.0
pVA3495_29	pVA692_45	1.0
pVA3495_29	pVA692_4	1.0
pVA3495_29	pVA754_184	1.0
pVA3495_29	pVA754_27	1.0
pVA3495_29	pVA754_3	1.0
pVA3495_29	pVA754_4	1.0
pVA3495_29	pVA754_57	1.0
pVA3495_29	pVA754_5	1.0
pVA3495_29	pVA754_9	1.0
pVA3495_29	pVA765_0.7	1.0
pVA3495_29	pVA765_1_A	1.0
pVA3495_29	pVA765_1_B	1.0
pVA3495_29	pVA765_275	1.0
pVA3495_29	pVA765_45	1.0
pVA3495_29	pVA765_4_A	1.0
pVA3495_29	pVA765_4_B	1.0
pVA3495_29	pVA765_72	1.0
pVA3495_29	pVA765_74	1.0
pVA3495_29	pVA767_225	1.0
pVA3495_29	pVA767_46	1.0
pVA3495_29	pVA767_57	1.0
pVA3495_29	pVA791_17	1.0
pVA3495_29	pVA791_270	1.0
pVA3495_29	pVA791_4	1.0
pVA3495_29	pVA791_57	1.0
pVA3495_29	pVA791_75	1.0
pVA3495_318	pVA3495_43	0.9811917252754805
pVA3495_318	pVA3495_4	1.0
pVA3495_318	pVA418_110	0.9584656708833191
pVA3495_318	pVA418_180	0.9682790424405683
pVA3495_318	pVA418_38	1.0
pVA3495_318	pVA418_56	0.9640801534853976
pVA3495_318	pVA436_0.1	1.0
pVA3495_318	pVA436_1	1.0
pVA3495_318	pVA436_2_A	1.0
pVA3495_318	pVA436_2_B	1.0
pVA3495_318	pVA436_41	1.0
pVA3495_318	pVA436_52	0.9693557880347073
pVA3495_318	pVA436_54	0.963216968947263
pVA3495_318	pVA524_189	0.9458220583503447
pVA3495_318	pVA524_199	0.9698276294786721
pVA3495_318	pVA524_46	0.9561967894976279
pVA3495_318	pVA524_4_A	1.0
pVA3495_318	pVA524_4_B	1.0
pVA3495_318	pVA524_58	0.9777747196036606
pVA3495_318	pVA524_5	1.0
pVA3495_318	pVA527_214	0.9670039862209319
pVA3495_318	pVA527_3	1.0
pVA3495_318	pVA527_45	0.9551394404632485
pVA3495_318	pVA527_58	0.969708958304665
pVA3495_318	pVA528_281	0.9833182326920002
pVA3495_318	pVA528_2	1.0
pVA3495_318	pVA528_44	0.9768834267449974
pVA3495_318	pVA528_96	1.0
pVA3495_318	pVA544_3	1.0
pVA3495_318	pVA544_51	0.9841233051338509
pVA3495_318	pVA544_8	1.0
pVA3495_318	pVA569_107	0.944220730797912
pVA3495_318	pVA569_47	0.9827176586842714
pVA3495_318	pVA569_68	1.0
pVA3495_318	pVA585_226	0.9888308635757141
pVA3495_318	pVA585_53	0.9877423459839808
pVA3495_318	pVA605_296	0.9786476508710708
pVA3495_318	pVA605_65	0.7135514375047662
pVA3495_318	pVA605_91	0.9777880305826523
pVA3495_318	pVA61_126	1.0
pVA3495_318	pVA61_57	0.9821515467500869
pVA3495_318	pVA634_102	0.9641850164391847
pVA3495_318	pVA634_25	1.0
pVA3495_318	pVA634_271	0.9796877758813489
pVA3495_318	pVA634_2	1.0
pVA3495_318	pVA634_3	1.0
pVA3495_318	pVA634_4	1.0
pVA3495_318	pVA634_54	0.963216968947263
pVA3495_318	pVA634_6	1.0
pVA3495_318	pVA634_75	1.0
pVA3495_318	pVA692_270	0.9856919500123823
pVA3495_318	pVA692_2	1.0
pVA3495_318	pVA692_45	0.9551394404632485
pVA3495_318	pVA692_4	1.0
pVA3495_318	pVA754_184	0.9515691907420456
pVA3495_318	pVA754_27	1.0
pVA3495_318	pVA754_3	1.0
pVA3495_318	pVA754_4	1.0
pVA3495_318	pVA754_57	0.985353861175527
pVA3495_318	pVA754_5	1.0
pVA3495_318	pVA754_9	0.8671237349004244
pVA3495_318	pVA765_0.7	0.0
pVA3495_318	pVA765_1_A	1.0
pVA3495_318	pVA765_1_B	1.0
pVA3495_318	pVA765_275	0.9799326604223632
pVA3495_318	pVA765_45	0.9551394404632485
pVA3495_318	pVA765_4_A	1.0
pVA3495_318	pVA765_4_B	1.0
pVA3495_318	pVA765_72	0.9830851107718965
pVA3495_318	pVA765_74	0.9559418432330676
pVA3495_318	pVA767_225	0.930217575787196
pVA3495_318	pVA767_46	0.956283442733043
pVA3495_318	pVA767_57	0.9841417094047015
pVA3495_318	pVA791_17	1.0
pVA3495_318	pVA791_270	0.9856918442403297
pVA3495_318	pVA791_4	1.0
pVA3495_318	pVA791_57	0.9841417094047015
pVA3495_318	pVA791_75	0.9836774775731196
pVA3495_43	pVA3495_4	1.0
pVA3495_43	pVA418_110	0.8716180614418914
pVA3495_43	pVA418_180	1.0
pVA3495_43	pVA418_38	1.0
pVA3495_43	pVA418_56	0.9679045153604728
pVA3495_43	pVA436_0.1	1.0
pVA3495_43	pVA436_1	1.0
pVA3495_43	pVA436_2_A	1.0
pVA3495_43	pVA436_2_B	1.0
pVA3495_43	pVA436_41	1.0
pVA3495_43	pVA436_52	0.8741380495292204
pVA3495_43	pVA436_54	0.9679045153604728
pVA3495_43	pVA524_189	0.8346429635059907
pVA3495_43	pVA524_199	0.9811688162928685
pVA3495_43	pVA524_46	0.9679045153604728
pVA3495_43	pVA524_4_A	1.0
pVA3495_43	pVA524_4_B	1.0
pVA3495_43	pVA524_58	0.8741380495292204
pVA3495_43	pVA524_5	1.0
pVA3495_43	pVA527_214	0.9195665620489795
pVA3495_43	pVA527_3	1.0
pVA3495_43	pVA527_45	0.9679045153604728
pVA3495_43	pVA527_58	0.8741380495292204
pVA3495_43	pVA528_281	0.8061670981191725
pVA3495_43	pVA528_2	1.0
pVA3495_43	pVA528_44	0.9219032782754117
pVA3495_43	pVA528_96	1.0
pVA3495_43	pVA544_3	0.38622754491017963
pVA3495_43	pVA544_51	0.8982153902545188
pVA3495_43	pVA544_8	0.6377906290570046
pVA3495_43	pVA569_107	0.8097867173718816
pVA3495_43	pVA569_47	0.9334035875466771
pVA3495_43	pVA569_68	1.0
pVA3495_43	pVA585_226	0.993310577077272
pVA3495_43	pVA585_53	0.8714347895809947
pVA3495_43	pVA605_296	0.806006735240888
pVA3495_43	pVA605_65	0.9658656159079976
pVA3495_43	pVA605_91	0.9679045153604728
pVA3495_43	pVA61_126	0.8942979542278527
pVA3495_43	pVA61_57	0.8741380495292204
pVA3495_43	pVA634_102	0.8726260566768229
pVA3495_43	pVA634_25	0.7025757517421938
pVA3495_43	pVA634_271	0.9499209640099883
pVA3495_43	pVA634_2	1.0
pVA3495_43	pVA634_3	1.0
pVA3495_43	pVA634_4	1.0
pVA3495_43	pVA634_54	0.9679045153604728
pVA3495_43	pVA634_6	1.0
pVA3495_43	pVA634_75	0.8967950333325697
pVA3495_43	pVA692_270	0.8249524638610799
pVA3495_43	pVA692_2	1.0
pVA3495_43	pVA692_45	0.9679045153604728
pVA3495_43	pVA692_4	1.0
pVA3495_43	pVA754_184	0.8878834390964697
pVA3495_43	pVA754_27	1.0
pVA3495_43	pVA754_3	1.0
pVA3495_43	pVA754_4	1.0
pVA3495_43	pVA754_57	0.8741380495292204
pVA3495_43	pVA754_5	1.0
pVA3495_43	pVA754_9	1.0
pVA3495_43	pVA765_0.7	0.0
pVA3495_43	pVA765_1_A	1.0
pVA3495_43	pVA765_1_B	1.0
pVA3495_43	pVA765_275	0.8060754621887242
pVA3495_43	pVA765_45	0.9679045153604728
pVA3495_43	pVA765_4_A	1.0
pVA3495_43	pVA765_4_B	1.0
pVA3495_43	pVA765_72	1.0
pVA3495_43	pVA765_74	0.9811688162928685
pVA3495_43	pVA767_225	0.9809855444319717
pVA3495_43	pVA767_46	0.9679045153604728
pVA3495_43	pVA767_57	0.8741380495292204
pVA3495_43	pVA791_17	1.0
pVA3495_43	pVA791_270	0.8249524638610799
pVA3495_43	pVA791_4	1.0
pVA3495_43	pVA791_57	0.8741380495292204
pVA3495_43	pVA791_75	1.0
pVA3495_4	pVA418_110	1.0
pVA3495_4	pVA418_180	1.0
pVA3495_4	pVA418_38	1.0
pVA3495_4	pVA418_56	1.0
pVA3495_4	pVA436_0.1	1.0
pVA3495_4	pVA436_1	1.0
pVA3495_4	pVA436_2_A	1.0
pVA3495_4	pVA436_2_B	1.0
pVA3495_4	pVA436_41	1.0
pVA3495_4	pVA436_52	1.0
pVA3495_4	pVA436_54	1.0
pVA3495_4	pVA524_189	1.0
pVA3495_4	pVA524_199	1.0
pVA3495_4	pVA524_46	1.0
pVA3495_4	pVA524_4_A	1.0
pVA3495_4	pVA524_4_B	1.0
pVA3495_4	pVA524_58	1.0
pVA3495_4	pVA524_5	1.0
pVA3495_4	pVA527_214	1.0
pVA3495_4	pVA527_3	1.0
pVA3495_4	pVA527_45	1.0
pVA3495_4	pVA527_58	1.0
pVA3495_4	pVA528_281	1.0
pVA3495_4	pVA528_2	1.0
pVA3495_4	pVA528_44	1.0
